id,grid
10500033,CW29
10500222,CD74
10500406,CP63
10502523,BI123
10509662,CD79
10512575,CJ57
10512812,CN64
10512932,CY26
10513228,DA92
10513499,CR92
10514166,CO80
10514203,CL96
10514879,CH76
10516610,CL54
10519216,CR71
10520825,CX86
10522830,DB89
10524082,CR91
10524365,CH65
10524983,CG63
10525616,CJ96
10525911,CT82
10526335,DB87
10526745,DB71
10526930,CR63
10527142,CY93
10527274,CY95
10527546,CN54
10534018,CS70
10537651,CU46
10537769,CS76
10538353,CL98
10539341,CT57
10539491,CO52
10539779,CJ77
10540337,CS38
10540383,CT42
10540910,CR77
10541080,CM54
10542066,DM69
10542174,CJ89
10542347,CQ76
10542658,CU79
10542679,CX89
10544239,CI76
10544439,CD78
10545027,CO91
10545815,CV85
10546254,CM92
10546363,CJ75
10546568,CC74
10546606,CQ92
10546729,CE92
10548768,CS39
10548910,CK73
10549650,CC80
10551015,DA89
10551695,CN94
10553095,DM97
10554070,CY65
10560986,CQ77
10561771,CT48
10562085,CQ81
10562990,CM106
10563076,CU84
10563686,CL91
10564375,CD70
10564483,CV80
10564616,CG64
10566341,CR84
10567332,CR82
10568208,CQ85
10568646,CO80
10573225,CJ100
10574818,CR41
10574909,CP82
10575777,CG82
10575811,CE91
10576172,CR49
10576212,CS91
10576404,CQ62
10576498,DD90
10585031,CQ82
10586622,CL97
10587891,CE72
10589384,CL91
10591658,CE77
10592839,DB87
10593675,CK120
10595000,CK99
10595374,CV96
10596856,DE70
10600032,BE133
10605445,CM95
10605897,CV96
10608951,CZ92
10609249,CN67
10609963,CH72
10611168,CG64
10612067,CR61
10612199,CR48
10612564,CI58
10614204,CT50
10615883,CS89
10625484,CQ92
10628495,CP99
10630048,CT54
10631201,CM71
10634636,DE67
10635913,CK69
10636997,DE92
10637010,CP49
10637554,CN108
10647977,CU37
10648971,CP51
10650510,CQ98
10651757,CF66
10656360,CT60
10657080,CG78
10657189,CT88
10658564,CT57
10658613,DC66
10659825,CO119
10660249,CG67
10666314,CV84
10671589,CK104
10672698,CP103
10674243,DA25
10674836,CJ76
10675118,CP45
10675218,CV49
10676786,CB108
10676959,CS50
10677426,CE77
10679702,CP93
10679740,CU82
10680745,CK78
10681362,CS95
10681555,CI63
10681986,CV36
10682290,DA87
10682316,CZ88
10682536,CP82
10684164,CO106
10684843,CD75
10685403,DA88
10685496,DB58
10686287,CJ73
10686350,CF82
10686406,CX64
10686809,CJ96
10686958,CY26
10692885,CE72
10695252,CE79
10695321,CN108
10696159,CM96
10697652,DC92
10701027,CO94
10702489,CO108
10702506,CI79
10702865,CE78
10704981,CM51
10708300,CR100
10709205,CT54
10709249,DB94
10709846,CP74
10710179,CJ76
10719039,DE19
10723142,DB65
10724373,CI73
10724792,CM68
10725897,CW82
10729454,CR62
10729951,CS89
10730086,CY91
10731035,CH65
10731317,CR61
10731618,CI72
10731680,CH65
10732197,CS65
10732341,CP64
10732870,CT38
10733505,CH63
10741931,EJ127
10746511,CQ98
10747156,DS74
10748040,CS40
10751336,CO49
10752737,CJ80
10753780,CO93
10753967,CR83
10755415,CQ49
10755419,CE82
10755640,CS102
10755963,CW107
10765309,CE75
10765607,CO82
10766309,CF71
10766339,CP98
10769752,CS105
10770836,CL54
10771369,CK70
10771754,CP107
10772141,CH64
10773150,CR55
10774325,CU48
10782718,DF63
10784650,CI77
10786240,CG65
10786987,CL121
10787042,CG64
10788568,CH78
10789121,CR97
10789911,DA60
10790350,CJ101
10792883,CV92
10798553,CR78
10801094,CM92
10801474,CR46
10803759,CQ81
10805767,CI76
10807749,CH99
10807838,DW27
10808086,CI80
10808493,CX101
10810807,CG87
10811465,DA84
10811548,CE77
10811681,CH70
10811875,CU82
10812027,CS58
10812136,CU85
10812263,CD93
10812612,BZ85
10812960,CT97
10813133,CZ86
10822131,CI73
10824421,CS78
10824871,CE77
10826734,DD93
10827567,CV97
10827775,CJ76
10828230,CO95
10829701,CS85
10830083,P160
10830815,CU85
10830834,CO83
10833173,CQ82
10835801,CO81
10836260,CM68
10836805,CR46
10837039,CS102
10837800,CT38
10838084,CX30
10838743,DE91
10839007,CI80
10847901,CE121
10848827,CO105
10849166,CW115
10849426,CQ60
10849750,CL92
10850008,CO48
10850026,CU37
10851925,DC86
10853313,CO92
10853955,DF68
10855464,CD107
10857454,CL91
10858150,CJ78
10859700,DJ64
10863225,CK59
10864440,CA96
10869804,CO50
10874577,CQ64
10875244,CO50
10880196,DK69
10880473,CU91
10881164,CP92
10881719,CE81
10882066,CQ82
10883053,CT59
10885211,CN67
10886372,CP101
10886532,CU87
10886628,CS78
10886971,CS92
10887262,CU46
10887852,CF64
10888320,DF32
10899004,CK103
10901062,CK103
10901255,CD75
10902752,CS42
10903055,CF69
10904914,CF73
10909987,CR51
10919160,CJ76
10919968,CL53
10921091,CI61
10921135,CK106
10922736,DW79
10922889,CH84
10924304,CU39
10925309,CD76
10925844,CZ87
10926362,CH64
10928250,CT50
10930279,CL52
10937904,CU44
10938202,CN108
10938544,CP101
10939255,CO105
10939344,CF64
10939710,DE86
10940559,DH111
10941762,CG79
10943209,CK78
10943915,CU41
10944845,CG81
10945632,EW85
10946644,CQ97
10947986,DD21
10949554,CR90
10957871,CK77
10958463,CV53
10958668,CP95
10966240,CY92
10967026,CT41
10967300,CT42
10967749,CE64
10972148,CS41
10974609,CV101
10978135,CN66
10980168,CK101
10980678,CR94
10983426,DQ79
10984202,CK57
10984999,CH81
10985093,CS64
10985169,DA93
10985734,CR77
10987342,CG89
10988682,CS72
10990088,CF81
10992335,CZ72
10994530,CQ110
10995738,CY85
10995810,DB62
10996466,CP95
11003247,CV33
11005300,CH77
11006093,CB77
11006134,CD70
11007370,CI65
11008081,CU41
11009529,CM95
11010008,DB65
11011567,CD93
11011759,CJ73
11014346,CQ98
11020169,DV24
11020841,CT93
11023993,DZ71
11030761,CH77
11031059,CS92
11032588,CT81
11032957,CO94
11033476,CG101
11033590,CD75
11035889,CJ79
11036071,CQ102
11037023,CS84
11037105,CQ83
11039706,CZ72
11040458,CQ48
11042240,CJ100
11042350,CV48
11043540,CI80
11043651,CX87
11043970,CF66
11044326,CT57
11044453,CR46
11045529,CG64
11046443,CU52
11046598,CQ108
11049502,CK77
11057550,CD76
11059197,EE63
11060328,CO66
11061063,CG63
11062438,CR56
11062629,CN65
11063065,CM65
11065341,CQ76
11065571,CG90
11065633,CJ73
11067934,CE81
11068187,CL55
11068607,CY85
11069190,CR50
11069291,DL73
11077282,CN90
11080142,CU35
11083362,CV34
11085352,CS84
11086888,CT39
11089123,CH79
11091309,DL100
11095719,CN89
11096801,DB97
11096888,CK106
11097962,CV52
11098018,CX88
11100490,CH74
11100541,CF95
11101754,CQ92
11102591,CR81
11105968,CD75
11107261,CT41
11114607,CW92
11117439,CT54
11118296,DX81
11118641,CG66
11120231,CW99
11120851,CJ88
11121739,CG77
11123031,CY85
11123966,CR41
11123996,CI75
11128811,CS71
11130697,CF65
11132775,CU39
11136854,CN129
11137382,CS90
11138618,CH98
11138823,DR15
11138910,CP93
11139469,DB94
11140165,CI100
11141064,CK102
11143891,CY87
11144496,CS83
11144544,CJ71
11145050,CL54
11146432,CM95
11146878,CP80
11147376,CK92
11147993,DR23
11148990,CF82
11153954,CV48
11156579,CO66
11157167,CG83
11158160,CT91
11162285,CK92
11162475,CO50
11162564,CJ75
11162977,DB58
11164047,CV91
11164599,CI71
11164714,CR81
11165881,CW68
11166140,CL71
11167618,CK95
11168007,CR80
11168411,CU88
11173173,CN65
11175261,CP104
11176819,CG66
11178582,CF82
11183567,CN62
11183878,CS95
11185885,CH78
11186765,DA74
11187353,CE93
11187722,CF67
11190303,CJ79
11190497,CE82
11190701,DB87
11190831,CU95
11191242,CJ74
11192547,CT97
11194693,DF42
11198278,CG75
11199622,CH76
11199645,DB96
11204018,CR99
11206278,CI80
11210604,CM53
11210829,CX92
11211612,CS82
11212414,CV42
11213418,CF80
11216918,CD75
11218995,CN95
11219289,DJ97
11221362,CN66
11222221,CB74
11223328,CG80
11224100,CN96
11226811,CY26
11227558,CQ82
11228502,DZ89
11228512,CS59
11228611,ER101
11229663,DS79
11234747,CX63
11236273,CO96
11238715,DC87
11239207,CN65
11239248,CJ77
11240650,CK54
11242469,EK65
11244921,CL68
11253351,CH65
11254989,CH78
11255694,CX93
11257497,CV30
11257690,CI75
11259934,CX85
11261146,CU81
11271036,CS52
11272222,DB41
11272815,CW86
11276229,CI74
11276513,CJ95
11279590,CR60
11279820,CG79
11279847,CN93
11281365,CU38
11281913,CD75
11282208,CY92
11282348,CI59
11282499,CG63
11282788,CN94
11284520,CZ86
11284626,DA85
11291712,CU89
11293006,CK77
11294566,CW91
11295457,CT50
11295918,CP101
11296590,CF71
11298300,CN52
11301136,CR60
11304325,CD75
11304836,CP107
11305815,CY28
11305912,CM95
11309973,CH76
11311470,CH75
11315999,DC62
11316570,CV88
11317209,CT84
11319227,CY26
11320246,CK79
11320482,DG19
11321187,CR62
11321484,CP83
11322391,CY89
11322591,CS83
11324531,CR74
11324565,CR63
11325107,CI75
11325635,CQ94
11326009,CH63
11334160,DD91
11334476,CZ26
11334624,CH80
11335874,CT56
11337187,CP84
11337913,CI62
11338529,DA28
11339109,CN83
11339154,CM54
11341650,CZ85
11343196,CG91
11344203,CZ89
11351798,CE74
11352664,CW46
11355476,CF80
11356941,CQ81
11357182,CP83
11359026,CH65
11359148,CR108
11359913,CJ74
11360407,CO94
11360854,CT54
11362569,CG65
11363349,CK76
11370047,CU44
11370207,DD88
11371099,CW94
11371535,DP31
11371773,CW88
11371974,CM95
11372330,CU46
11373565,CT85
11374387,CH61
11374453,CS51
11375631,CR62
11377233,CT92
11377777,CP45
11378048,CH93
11378564,CR78
11381288,CH79
11387473,CB95
11389037,CU79
11389773,CH70
11391101,DC86
11396225,CU48
11396922,CN95
11397141,CR80
11398939,CH101
11399898,CJ79
11401884,CT52
11407817,CY60
11411361,CT83
11411839,CS89
11412104,CS84
11412169,CM68
11412980,CF91
11414971,DI68
11415455,CH77
11419133,CG71
11419512,CP83
11419898,CC86
11420840,DK68
11421477,CD74
11421994,DB85
11422056,DE72
11422779,CI82
11431526,CF93
11431871,CQ97
11433561,CI76
11434339,CW43
11434570,CP51
11434848,CR50
11435529,CI95
11435936,CI64
11436132,CV69
11437634,DC67
11437792,CQ83
11438189,CZ95
11439208,CQ81
11439224,CJ71
11440252,CS60
11441498,CJ61
11441692,CC73
11442506,CJ59
11442670,EH89
11444671,CR42
11450373,CD74
11451070,CO49
11451660,CS79
11452070,CD76
11452547,CH92
11452989,CQ43
11453029,CQ96
11453784,CF71
11455372,CZ90
11456047,DN73
11456592,CY92
11456821,CF65
11457413,CC85
11457547,CH78
11457577,CG65
11458818,CI64
11458973,CE65
11459084,CI79
11459958,CQ83
11460993,CS45
11461331,CV96
11461524,CQ78
11461798,CN52
11462440,CN51
11462944,CQ50
11465084,CJ77
11470210,CU90
11474664,DV94
11474808,CP92
11477869,CG95
11478813,CH73
11479334,CU47
11480835,DA87
11481037,CM68
11481639,DP73
11483117,CO89
11484489,CF79
11484596,CI63
11486357,CS40
11486601,DD23
11488593,CM69
11490215,CN48
11490744,CQ102
11491051,CK70
11491696,CK55
11493255,CJ61
11495721,CW92
11495792,CR100
11495797,CL65
11496210,DU94
11496607,CT50
11496968,CL90
11497795,DJ69
11497938,DB21
11503335,CF71
11503509,CN48
11505981,CT57
11506248,CI100
11509497,CR91
11511431,CS42
11511466,CR61
11511592,CT40
11512962,CJ63
11513480,CU97
11514023,CL53
11514756,CL66
11514862,CU96
11521447,CH81
11522815,CU80
11524437,CW52
11526590,CF79
11526684,EB67
11526771,CI75
11528951,CY96
11529142,CT55
11529406,BW114
11529467,CQ96
11530901,CT51
11531130,CO83
11531154,CE72
11531322,CG102
11531744,CQ62
11532023,CQ80
11532518,CI77
11534035,CR62
11535506,CD77
11542467,CU38
11543453,CV36
11544438,CH81
11544577,CU36
11544648,CG81
11545797,CU92
11546462,CJ71
11546806,CH63
11547077,CK95
11547246,CI80
11547352,DB86
11548744,CR71
11549676,CL109
11549838,CT106
11552389,CH65
11552402,CR47
11553357,DC94
11553360,CM89
11553426,CT52
11553543,DB59
11553765,CF82
11553908,CR60
11554224,CJ58
11554255,EI96
11557387,CO67
11558167,CM70
11563821,CE72
11564373,EM96
11564448,CQ62
11564960,CR59
11565841,CR101
11566601,CO96
11567121,CC76
11567179,DA83
11567796,CI70
11567815,DA62
11568026,CB82
11569227,DA87
11569560,CL69
11571180,CV50
11573269,CL71
11573292,CI78
11573695,CT98
11574674,CZ89
11574785,CF82
11575073,CU90
11575101,CZ89
11580884,CW86
11581420,CP47
11581737,CM56
11582123,CX94
11583439,CN67
11584288,CU82
11584340,CW32
11587722,CP51
11587779,CP51
11587997,CI82
11588003,CM51
11589391,CG97
11589713,CR83
11589895,CJ70
11590055,CJ71
11591118,BU117
11591276,CO65
11591364,CQ80
11591798,CT97
11593365,CE82
11595172,CO67
11595739,CO67
11596767,CM70
11602050,CQ56
11602485,CG63
11602574,CI80
11603201,CV63
11603743,CU84
11603913,CM54
11604307,CW94
11604885,CW86
11605693,CF83
11605983,CH92
11609108,CF80
11609114,CK71
11610515,DB91
11611298,CK73
11611809,CK70
11617815,CG67
11618338,CS85
11618854,DM61
11619745,CG64
11619832,CT39
11619987,CF80
11620062,CK72
11620118,CJ102
11620821,DA74
11624287,CF91
11624421,CM93
11624694,DD60
11625684,DD61
11627123,CV38
11627443,CQ62
11632924,CT107
11633801,CO95
11634575,CU35
11634797,DE14
11635717,CV35
11636784,CW88
11637578,CV35
11638302,CW33
11638339,CI77
11639083,CH80
11639297,DF22
11639940,CQ76
11640318,CK64
11640637,CP46
11641258,CI73
11646497,CX93
11649223,CR49
11649232,CO82
11650429,CO94
11650863,CI79
11651283,CT57
11651455,CN66
11651505,ED65
11651554,CE77
11651929,CV38
11651980,CO67
11652262,CU83
11652590,CR50
11652872,CN67
11653081,CM106
11653913,DB66
11654372,CY85
11655500,CO95
11656367,CU90
11656396,CU81
11656721,EM79
11656750,DA44
11657285,CI96
11657725,CS58
11657888,CU90
11658950,CJ75
11659008,DA112
11659242,CH80
11659296,CU80
11660015,CE78
11667455,CJ56
11667910,CU48
11668469,ED129
11670639,DF59
11671588,CM55
11672400,CJ76
11672539,CJ88
11672600,CL95
11672849,CH59
11673282,CQ59
11674309,CK72
11675095,CJ57
11675256,CH69
11675341,DW79
11675715,EM32
11675817,CH81
11676984,CS59
11677431,CV78
11677489,CG81
11678327,CP90
11679675,CT94
11680027,CI80
11684682,CU98
11685868,CR92
11687738,CO65
11689818,DA89
11690836,CP65
11691699,CD105
11693193,CS83
11695094,CN62
11695338,DQ42
11696801,CI78
11697308,CR58
11698352,CQ81
11699080,DB87
11700121,CW93
11701404,CH59
11707920,CJ108
11710327,CM92
11712888,CH58
11713899,CH78
11714137,CH98
11714323,CR81
11714752,DD64
11715256,CJ72
11715392,CG79
11715651,CJ72
11716677,CI76
11716947,CR78
11718329,CN53
11718547,CT40
11720001,CT46
11720130,CG66
11721727,CW32
11724873,CG65
11728836,DA63
11730376,DN71
11730504,CT45
11732848,CL91
11732961,CU42
11735378,CX88
11737524,CU78
11737916,CS98
11738831,CR60
11738951,CC85
11739071,CN67
11739168,CO61
11739698,CH66
11740163,CQ79
11740386,CO81
11741555,CC75
11742647,CJ74
11743513,CO89
11745621,CH64
11750272,BK115
11750766,CP66
11751327,CN67
11751718,CJ72
11751916,CY43
11752905,CN67
11753010,CR131
11753116,CU97
11753760,CH99
11753792,CN89
11754084,CJ76
11754456,CE77
11755816,DD90
11755946,DD90
11756047,DD90
11758988,CR43
11760308,CW51
11767644,CY73
11769558,DB85
11769741,DN71
11771598,CS40
11774815,CP59
11775127,CI78
11775347,CG64
11775483,CU98
11775601,CX98
11776880,CS101
11778761,DD44
11782120,CG64
11782585,CK59
11784410,CT39
11786053,CU34
11786452,CF74
11786930,CE92
11787290,CJ70
11788559,CR50
11790047,CS102
11790749,CQ131
11791225,DC62
11791673,CS102
11792006,CT93
11793542,CP50
11796761,CR93
11798782,CW97
11799451,CO67
11800108,CR57
11801800,CR97
11801942,CH100
11801984,CQ61
11802086,CR42
11803487,CK91
11803893,CJ91
11804245,CK99
11812986,CF79
11814079,CU47
11814184,CT83
11816864,CX65
11817212,CU89
11817955,CG101
11818137,DN70
11821598,CD73
11822193,CK56
11822434,DA87
11823125,DF67
11825152,CE91
11826442,DL62
11826892,DA92
11827037,CR103
11827175,CS42
11827224,CJ73
11827451,CS100
11829419,CD112
11833497,CH100
11837681,CU56
11837962,CM66
11839668,CH71
11840057,CH80
11840404,CK72
11840545,CR97
11841709,CS101
11841988,CJ59
11842127,CM52
11842300,BZ85
11842735,CR91
11843397,CS52
11844556,CT40
11844776,DB71
11845193,CU85
11847204,CH76
11850334,CJ71
11850380,CM108
11850782,CV45
11850900,CV84
11850918,CJ77
11851288,DA72
11858737,CK79
11859901,CJ88
11861349,CR83
11862941,CB83
11863468,CE71
11864530,CR42
11865398,CI76
11866156,CH64
11866301,DK22
11866751,CE65
11867573,CT54
11868050,CK94
11868110,CJ77
11868495,CC75
11869400,CV105
11871690,CP101
11871903,CN51
11871932,CJ61
11872337,CP90
11873498,CR42
11881208,CE65
11884931,CY28
11885997,CI86
11888497,CQ60
11888603,CZ85
11890279,CH73
11890882,DC63
11891948,DJ110
11892476,CV45
11893359,CD76
11894427,CX52
11901356,CQ82
11901938,CU98
11902812,DA85
11903561,CK79
11904191,CS48
11904345,CW90
11905096,CO111
11905189,CT92
11906169,CR95
11909308,CB77
11909622,CZ95
11910257,CU39
11910278,CP95
11910848,CD80
11911783,CM53
11912865,DZ86
11920660,CE80
11922306,CR95
11923007,CQ83
11923881,CL92
11923955,CI63
11924652,CH58
11924694,CD76
11926941,CP109
11927032,DB93
11927300,DD86
11927624,CJ86
11928097,CU51
11928713,CQ111
11929230,CT84
11933676,CF79
11935301,CJ96
11937647,CV82
11939910,CS55
11940117,CR49
11941755,CI78
11943700,CG67
11943846,CJ79
11944668,CZ65
11944718,CS52
11946206,CQ71
11947067,CR49
11948586,CQ110
11949531,DA85
11950107,CR97
11950302,CH76
11959165,CT55
11959854,DD32
11960466,CP83
11961053,CB95
11963123,CN93
11965263,CT97
11965862,CP82
11966139,CE73
11967737,CS38
11968539,CP65
11968680,CQ57
11968958,DC58
11969727,CG64
11970778,CR76
11970867,CL56
11971174,CY88
11971334,DN70
11971580,CT40
11972141,CQ92
11973701,DB71
11980791,CI64
11981021,CL69
11981145,CS62
11981509,CU35
11982174,CO64
11982791,CU92
11984115,CS93
11984762,DL95
11985793,CT77
11988251,DM71
11989954,BW116
11990841,CU85
11991426,CG76
11993790,CU98
12000030,CE72
12000603,DB18
12000617,CR99
12000676,CJ63
12000916,CK94
12001322,CJ63
12001638,CJ63
12001650,CN83
12001854,CJ63
12001984,CT83
12002288,CJ63
12002548,CJ63
12003048,CI63
12003146,CN50
12003341,CX95
12004174,CI74
12004175,CO96
12004547,CM56
12004744,CE83
12005195,CR75
12005318,CL71
12005922,CJ63
12005923,CI58
12006201,CJ63
12006770,CI75
12007258,CQ91
12007456,CV52
12009651,CU42
12009685,CJ74
12009779,CM84
12009807,CG80
12015378,CA108
12017066,CX99
12019589,CE95
12019843,CK77
12020835,CJ79
12021544,CU99
12022098,CH99
12022728,CF93
12022833,CF71
12025076,CU44
12025968,CV51
12026418,DR78
12028322,CB132
12028495,CB131
12028733,CB132
12032987,CS52
12034085,CH66
12034640,CR84
12037967,CR84
12038181,CW99
12038773,DD90
12039579,DZ84
12039894,DZ84
12040331,CF75
12050280,CG73
12050885,DM71
12050932,CR100
12051116,CP51
12052143,CK59
12052609,CW33
12053427,DJ79
12053637,CM89
12054286,CL55
12054516,CU97
12054723,CS45
12055540,CP101
12056517,CT58
12056684,CU47
12063562,CH66
12064283,CG78
12064423,CS93
12067652,CF71
12069335,CQ115
12070965,DA47
12070985,CW31
12071038,CS55
12071153,CS88
12071454,DE93
12072069,CE92
12078997,CK59
12079099,CH83
12079993,CP50
12081254,CQ97
12081327,CN91
12082624,CJ63
12082737,CS89
12083016,CJ77
12083625,CJ63
12083868,CJ63
12084009,CS58
12084100,CJ63
12084205,CI76
12085008,CJ63
12085680,CJ63
12086180,CJ63
12086351,CN95
12086985,DB87
12087608,CF67
12087785,CO90
12088134,CS60
12088314,CO95
12088765,CQ90
12089013,CJ63
12089237,CJ63
12089661,CF71
12089692,CT94
12089889,CJ63
12090887,CP46
12091679,CL57
12092403,CO81
12092786,CR121
12093078,CG65
12093494,CH68
12095161,CF82
12095501,CE66
12095636,CZ87
12096332,CH71
12099852,CY62
12102526,CN52
12105132,CC85
12106132,CV92
12106348,CE73
12106946,CQ43
12107055,CQ82
12108264,CW91
12108512,CU96
12109347,CJ63
12109533,CQ94
12110383,CN108
12110663,CR48
12110990,CJ63
12111387,CJ63
12113015,CH70
12113045,CP82
12113280,CY94
12113494,CM63
12113879,CF73
12114017,DA47
12114040,CJ69
12114228,CP61
12114628,CL55
12114756,CJ57
12115597,CO52
12122102,CZ27
12125287,CC86
12129245,DB63
12129960,DA91
12130236,DU131
12130620,CU41
12131147,CC74
12132022,CF94
12132427,CI75
12132772,DD44
12133132,CH83
12133746,DD44
12134113,DD44
12135851,CU96
12135856,BV118
12136198,CH70
12145189,CI63
12145578,CP105
12145875,DE87
12145887,CQ43
12147723,CC86
12148081,CN83
12148215,CQ49
12151638,CO94
12153428,CY97
12153709,CU50
12154621,CR96
12155351,CK77
12155460,CL53
12156078,CH78
12166897,CU52
12166912,CI77
12167152,CE73
12167819,CY64
12167857,CR89
12168087,DC85
12168212,DJ94
12169531,CO90
12170307,CP81
12170991,CP51
12171619,CJ63
12171671,CF69
12172457,CJ71
12173205,DC84
12173904,CN54
12174580,DB94
12174966,CQ63
12175508,CI76
12177276,CL55
12181485,CO93
12181549,CG82
12184165,CJ57
12184956,CT79
12185578,CS48
12186043,CQ99
12186697,CT78
12187800,CG89
12188651,CF71
12188721,DD91
12189652,CW93
12190495,CQ92
12190880,CO52
12191010,EH128
12191116,CP51
12191735,CC85
12192216,CT54
12196647,CT89
12202225,CT90
12202511,CG82
12204161,CG89
12205049,EZ98
12205604,EJ128
12206029,CY94
12206323,CS55
12209944,CU93
12210323,CT109
12210448,DC85
12210730,CU91
12211018,CU91
12212943,CT57
12220661,CX31
12221970,EK125
12222304,CQ63
12223159,CE77
12223531,CR84
12223866,CP91
12224443,DA93
12225502,CK78
12225838,CS82
12226927,CL107
12227008,CQ84
12227645,ED130
12228023,CQ59
12228640,CS92
12228859,CS59
12230361,CW99
12230921,CQ80
12230928,P157
12230978,CL88
12231254,DZ69
12231304,DB86
12231331,CV85
12231443,DB86
12233692,CR98
12234139,CH61
12234835,CH80
12236124,DB70
12242301,CJ63
12242672,CT39
12243378,CJ63
12243556,CO49
12243947,CH94
12245906,CN51
12247741,CQ59
12249359,CH64
12249461,BY109
12250653,CO91
12251481,CT86
12252035,CH77
12252205,CH78
12252513,CN84
12252583,CN92
12252993,DC97
12253338,CS38
12253809,CU31
12254118,CG79
12254147,CU55
12265378,CI80
12266323,CK69
12267015,CM56
12267599,CU43
12267734,CI77
12268056,CY88
12269953,CZ90
12271309,CI77
12272376,EK126
12272850,CK72
12273048,CJ64
12273688,CY89
12274576,CT94
12274662,CY87
12274909,BX111
12274916,CQ60
12281070,CQ60
12282434,CH79
12282543,CY85
12282916,CX66
12283602,CR74
12283732,CX85
12284280,CD105
12285861,CT81
12286191,CU39
12286939,CR84
12287479,CJ96
12287516,CJ95
12287838,CU38
12287938,CT89
12290567,CP101
12292226,CL68
12292255,CI99
12292409,CJ80
12293900,DE79
12294008,CI93
12294124,DJ69
12296996,CS109
12299794,DM92
12300734,CJ58
12301028,DM92
12301489,CI74
12302170,CG65
12302429,CJ98
12303877,CG64
12304523,CS82
12304938,CL54
12307809,CK103
12308695,DF90
12309399,CY86
12309858,CR49
12310495,CR48
12310556,CQ75
12311270,CR74
12315833,CU43
12317276,CR124
12317903,CN67
12318497,CJ78
12318604,CT60
12321473,CE76
12321626,CI79
12322066,CR95
12322150,CG94
12322923,CE71
12322999,CO49
12324203,CH78
12324428,CV82
12324757,CU83
12325036,CT90
12325045,CN65
12325291,CU38
12326402,DE103
12326470,CL56
12328112,CQ76
12332789,CJ108
12333456,CU80
12333601,CE93
12335391,DB94
12336343,CN83
12336668,CR84
12337005,CL90
12338559,CQ81
12339863,CC79
12341856,CU98
12342004,CT38
12342269,CT54
12342297,CH65
12342441,CP104
12342876,DC64
12342979,CJ70
12343098,CH72
12343127,CQ81
12343793,CQ81
12344255,CR121
12344391,DB92
12344456,CJ96
12344949,CT47
12345178,DZ69
12345354,CW52
12345615,DR37
12345786,CH77
12346131,DU27
12346483,CX85
12353119,CT38
12355067,CF71
12356709,CO51
12356873,CR59
12358117,CN112
12358120,CE72
12358495,CO66
12359146,DD94
12360207,CO81
12360254,CS81
12360322,CW85
12360660,CG81
12362194,CI58
12363920,DA87
12365206,DI95
12365836,DH73
12366132,CJ78
12366226,CW89
12366408,CU52
12366762,DD115
12367315,CP91
12367449,DA65
12367673,CC84
12368099,EU124
12368109,DC63
12370347,CU99
12375976,CK78
12376365,EW98
12377267,CN51
12379298,CH78
12380717,CP62
12381255,CR83
12381336,CQ81
12382140,CL68
12383041,CU89
12383067,CQ55
12384862,CG64
12385002,EE87
12385794,CB84
12386361,CI75
12386579,DB25
12387018,CH80
12387215,CI83
12387961,CR84
12388091,CO52
12388347,CH65
12388494,CI62
12389574,CZ90
12389931,CH73
12390529,DS37
12396603,CV96
12397447,CW60
12398308,CC78
12400242,DF84
12403252,CR47
12403816,CF65
12404677,CI89
12404679,CL68
12404734,CP83
12404820,CK98
12404998,DA62
12405814,DE46
12406683,CF101
12406906,CS99
12407244,CI80
12408850,CQ55
12409217,CG64
12409364,CK71
12409508,CP63
12410412,CO106
12411380,CQ43
12411737,CJ63
12412900,CH63
12417189,DC63
12419487,CP92
12420694,CJ78
12420947,CQ84
12421102,CP96
12422277,CL92
12422777,DH95
12422969,CH72
12423497,CI63
12423868,CV41
12425266,DB92
12425296,CD74
12426775,CR83
12426778,CI91
12426957,DA90
12427898,CF100
12430126,CO49
12430153,CK58
12431649,CG64
12433088,CY97
12433302,CR92
12433898,DL68
12434717,CT101
12443469,CH82
12445316,CU53
12445714,CU41
12446494,CG64
12446548,CI99
12447273,CH93
12450591,CM51
12450817,CM93
12451425,CM69
12452110,CF64
12453775,CQ50
12454556,CJ78
12462634,CJ59
12464635,CR81
12465732,CF82
12467421,CH60
12468908,CN96
12470877,CJ76
12471447,CK59
12472230,CW88
12472883,CI74
12477280,CK69
12482870,CX34
12485134,CH77
12485862,CN83
12487909,EC63
12492242,CS56
12492594,CO101
12492941,CV93
12493228,CH65
12493291,DH69
12494415,CO50
12494870,CQ78
12495520,CJ63
12495562,CE75
12495831,CN66
12495887,CR74
12496037,CM56
12496118,DR25
12497438,CF81
12497757,CT83
12497783,CN50
12502633,CG99
12504542,CL95
12505852,CI56
12508552,CF80
12509350,CT79
12511986,CT45
12513217,CK56
12519042,CS93
12519645,CR55
12519757,CP51
12519774,CG101
12520066,CF76
12521735,DG87
12522024,CH78
12523287,DV80
12532453,CS82
12534110,CJ89
12535946,CO53
12536976,CD76
12537157,CW88
12537221,CO95
12538440,CS45
12539250,CF65
12539359,CR58
12542485,CJ69
12542544,CF64
12542909,DA70
12543988,CS83
12545436,CV39
12546799,CQ90
12547169,CS82
12547357,CP98
12547481,CJ63
12549290,CB85
12553612,CR82
12554945,CR42
12556300,CH64
12558102,CV88
12558307,CL68
12558745,CY89
12559933,CW93
12560110,DH87
12560137,CT42
12560942,CD72
12561615,CO66
