ID,cnt_shared,price_shared
208148,38,93.05263158
208889,13,54.15384615
209310,19,60.47368421
211078,6,127.3333333
211974,13,108.2307692
212109,3,223.3333333
212178,38,161.7368421
212544,4,93.5
213272,77,55.16883117
213330,25,103.28
214917,1,80
215560,56,61.48214286
215784,14,61.21428571
215907,59,76.3220339
217580,8,63.125
218358,34,130.5
219066,1,42
219482,11,70.90909091
219793,12,89.41666667
219818,53,100.3962264
219922,11,62.63636364
220351,37,83.10810811
220563,43,61.02325581
220946,36,91
221043,6,239.6666667
221097,26,76.19230769
221618,13,111.6153846
222054,20,96.7
222304,26,111.6538462
223930,7,92.85714286
224004,38,89.57894737
224006,25,113.6
224510,5,112.4
225297,8,107.25
225306,56,61.48214286
225887,23,85.30434783
225926,20,165.4
225976,0,0
226021,47,82.06382979
227715,23,64.39130435
227735,31,106.3870968
228317,15,81
228496,8,115.625
228517,14,98
228925,15,81.13333333
228979,77,135.8571429
229367,49,160.9591837
229874,4,52.5
230321,68,156.4411765
230854,3,49
230877,17,78.29411765
230956,49,160.9591837
231414,18,137
232612,14,78.07142857
232618,9,82.66666667
233189,25,192.56
233638,26,54.34615385
233662,14,131.9285714
234184,36,102.1388889
234870,3,80
235552,5,91.4
235651,14,309.0714286
235951,51,352.3333333
235960,53,100.3962264
236671,70,96.74285714
236788,6,156.6666667
236806,52,143.6538462
237127,16,159.6875
237210,4,167.5
239055,53,107.0377358
239733,5,59
239766,25,103.28
239826,18,97.66666667
239883,13,80.69230769
239899,18,61.22222222
240800,14,81.78571429
241140,20,165.4
241159,55,66.18181818
241862,5,169.8
242532,20,165.4
242643,71,70.45070423
243229,16,76.3125
243708,35,73.6
245504,11,50.72727273
245544,2,56
245574,68,156.4411765
245607,9,101.1111111
246134,20,65.8
246351,16,159.6875
246916,7,44.14285714
246938,55,102.8363636
248865,9,228.6666667
248871,25,116.12
249414,11,180.9090909
249618,5,60.6
249867,36,74.77777778
250259,55,80.69090909
250311,28,68.03571429
250323,14,98
250536,36,102.1388889
250537,36,102.1388889
250801,33,129.3030303
251262,70,96.74285714
251277,7,131.1428571
252076,41,88.17073171
252607,14,81.85714286
253332,10,63.8
253466,17,106.4117647
253471,17,106.4117647
253475,9,228.6666667
253548,2,99
253590,40,87.15
253623,32,85.3125
253800,17,106.4117647
253803,17,106.4117647
253806,17,106.4117647
253811,17,106.4117647
253815,9,228.6666667
253828,17,106.4117647
253839,9,228.6666667
253842,17,106.4117647
253846,17,106.4117647
254131,9,54.66666667
254168,9,228.6666667
254409,9,108.4444444
255024,33,57.81818182
255476,59,113.3050847
255601,18,50.27777778
255957,34,111.4705882
256078,9,62.66666667
256328,15,124
256369,7,74.71428571
257097,16,66.75
257568,2,48
257787,49,98.71428571
258284,19,71.94736842
258397,3,57.66666667
258686,2,60
258688,2,137.5
258690,15,124
258740,25,81
258838,0,0
258876,1,50
259946,0,0
260451,14,81.85714286
260765,6,98
261194,31,63.48387097
261259,25,116.12
261344,12,88.08333333
261674,26,111.6538462
261781,22,145.7272727
262343,55,102.8363636
262405,0,0
262478,55,102.8363636
262583,22,145.7272727
263005,0,0
263190,31,106.3870968
263232,23,74.47826087
263502,38,93.05263158
263776,8,61.25
263888,3,89.66666667
264323,12,83.83333333
265036,24,60.66666667
265064,2,48
265145,45,119.4
265506,10,91.5
265831,45,136.4
265912,70,96.74285714
266146,15,130.1333333
266155,4,64.5
266351,7,76.42857143
266437,26,111.6538462
266449,55,102.8363636
266756,53,107.0377358
267376,10,94.8
267435,2,72.5
267535,3,54.66666667
267652,5,60
267708,32,82.34375
268392,29,94.17241379
268481,8,89.125
268868,1,120
269283,8,63.875
269889,5,142
270139,78,62.93589744
270231,15,57.46666667
270315,34,66.23529412
270345,8,134.25
270680,50,84.56
270681,73,92.32876712
271083,38,73.60526316
271128,30,59.2
271130,35,68.6
271694,36,384.5833333
271950,7,113.2857143
271954,5,142.2
272026,11,50.72727273
272044,52,143.6538462
272427,24,93.83333333
272706,9,89.11111111
272738,9,65.88888889
273190,22,145.7272727
273256,18,90.94444444
274062,38,84.81578947
274329,21,52.66666667
274376,9,108.4444444
274743,22,165.1818182
275976,13,56.23076923
276216,3,58.33333333
276317,35,85.71428571
276482,6,84.83333333
277207,1,75
277370,41,98.85365854
277883,13,62.30769231
278090,14,94.14285714
278145,7,62.14285714
278631,4,344.5
278876,24,60.66666667
279093,36,66.80555556
279857,21,73.80952381
279969,18,56.05555556
280315,14,72.85714286
281521,14,309.0714286
281756,33,85.3030303
281851,27,100.2592593
282341,5,60
282443,34,95.76470588
282514,14,65.71428571
282863,5,72.4
282977,10,93.4
283072,1,75
283090,53,146.6603774
283184,65,77.89230769
283272,49,98.71428571
283550,59,121.0338983
284208,5,63.2
284855,2,114
285442,17,112.4705882
285492,20,123.45
285716,29,55.68965517
286662,24,60.66666667
286838,34,95.44117647
287397,34,66.23529412
287408,59,121.0338983
287417,18,56.05555556
287421,3,100.6666667
287481,71,70.45070423
287839,2,81.5
287845,3,72.66666667
289020,41,98.85365854
289037,7,96.14285714
289288,46,112.4782609
289665,16,129.1875
289703,18,137
289958,8,80.625
289995,12,95.41666667
290457,29,94.03448276
291524,11,114.3636364
291714,14,72.85714286
291812,17,645.2352941
292047,14,309.0714286
292121,45,119.4
292266,29,55.68965517
292637,18,58.55555556
293004,38,89.57894737
293837,71,70.45070423
294227,17,106.4117647
294239,13,114
294242,9,228.6666667
294250,12,199
294259,9,228.6666667
294263,18,73.16666667
294280,9,228.6666667
294297,50,84.56
294353,26,84.61538462
294490,9,228.6666667
294717,59,113.3050847
295231,68,79.82352941
295379,4,132.5
295998,6,203.1666667
296345,36,77.30555556
296361,4,100
296658,1,44
296717,68,156.4411765
296844,70,96.74285714
297611,14,81.85714286
297962,6,77.5
298073,70,96.74285714
298759,38,66.71052632
298854,30,101.2
299062,16,100.5
299078,22,116.5454545
299531,3,48.33333333
299699,2,62.5
301034,34,130.5
302057,11,66.36363636
302758,30,77.93333333
303345,14,81.85714286
303462,10,134.6
304799,6,130.6666667
305211,48,77.41666667
306702,23,85.30434783
306799,27,82.2962963
309342,8,116.875
310220,24,93.83333333
310272,1,59
310325,57,61.63157895
310338,57,61.63157895
310524,55,66.18181818
310796,15,130.1333333
311003,28,68.03571429
311343,20,86.9
311356,32,58.03125
312429,24,75.91666667
313890,45,136.4
314982,41,98.85365854
316238,18,50.27777778
317838,8,201.25
317905,5,59.6
318021,38,89.57894737
318187,38,65.63157895
319724,61,89.18032787
319798,6,54.33333333
319844,6,127.3333333
320865,18,78.77777778
320876,8,81.875
320877,48,77.41666667
321014,20,91.2
321136,29,66.55172414
322037,38,93.05263158
322604,12,95.41666667
322974,14,309.0714286
323706,8,110.125
324115,48,77.41666667
324517,2,99.5
324800,36,83.02777778
325429,22,100.7727273
326832,13,88.46153846
326956,13,78.46153846
327521,46,112.4782609
327778,22,108.7727273
328040,12,202.0833333
328693,4,88
328744,1,44
329064,3,121.6666667
329310,34,95.76470588
329385,18,70.55555556
333189,50,84.56
333323,59,121.0338983
334607,48,77.41666667
334781,11,67.54545455
335797,2,64.5
335819,2,64.5
335820,2,64.5
336220,38,84.81578947
339456,23,89.39130435
341525,30,153.5666667
341982,8,115.375
342027,22,100.7727273
342965,20,107.7
342995,34,73.35294118
343276,32,149.9375
343971,15,89.86666667
344019,5,169.8
344068,2,127.5
344092,2,47.5
346248,29,95.51724138
346805,55,102.8363636
347865,62,98.93548387
349841,33,89.39393939
350168,16,98.0625
350525,24,60.66666667
351530,1,50
351859,8,111.125
352651,12,64.08333333
352864,22,134.6363636
353317,50,91.88
354095,13,108.2307692
355106,21,73.23809524
356230,28,65.39285714
357509,14,131.9285714
359982,41,63.75609756
360400,6,109.6666667
361803,18,103
363320,29,94.17241379
363673,10,400.7
364275,21,63.38095238
364785,11,102.5454545
367042,12,68
367810,9,171.2222222
369411,65,92.15384615
369567,24,75.91666667
369671,40,101.875
371138,14,56.78571429
373618,6,409.8333333
374548,11,58.54545455
375249,1,20
377217,16,147.75
378460,12,100
380416,10,93.4
380730,1,250
382523,25,113.6
382524,25,113.6
385190,7,65
385657,30,59.43333333
385824,0,0
386555,1,110
386744,10,106.5
386799,1,587
387324,28,85
387377,38,84.81578947
387666,41,60.3902439
387735,18,97.66666667
389482,6,114.1666667
391948,2,43.5
391955,1,200
392948,17,89.82352941
393016,77,135.8571429
393094,12,88.08333333
393682,45,119.0666667
394026,12,95.41666667
394111,6,114.1666667
394235,2,103.5
396636,24,66.16666667
397034,11,194.9090909
397297,51,105.1960784
397420,25,66.92
398281,2,46
398283,10,125.7
399946,42,107.1666667
400039,30,59.43333333
400466,4,87.5
401579,3,106.6666667
401836,24,88.91666667
402037,44,97.61363636
403056,12,124.5833333
403264,6,109.6666667
403668,40,101.875
404502,21,96.23809524
404923,2,42.5
405025,23,72.17391304
405408,14,108.0714286
406926,45,136.4
406992,47,82.06382979
407469,34,57.70588235
408491,5,142.2
408983,21,73.23809524
409262,4,85.75
409293,12,124.5833333
409666,0,0
411336,45,119.0666667
411525,61,89.18032787
411918,10,173.8
412061,29,62
412180,52,68.96153846
413504,36,83.02777778
413775,12,105.5833333
413876,23,340
414801,13,78.46153846
415304,41,98.85365854
416557,14,73.64285714
417685,5,132.2
418291,13,108.2307692
419373,22,60.22727273
419792,12,89.41666667
421554,13,56.23076923
422040,8,110.125
424192,93,129.7526882
424667,53,105.1886792
424767,22,150.9545455
424889,25,116.12
424930,22,116.1363636
425784,3,83.33333333
428226,28,68.03571429
430427,41,60.3902439
430665,7,86.71428571
431865,10,69.5
432090,24,145.5416667
433218,35,85.71428571
433414,14,69.78571429
433914,0,0
434792,2,47
435774,23,340
435776,22,165.1818182
435909,14,309.0714286
435946,15,124.2
436510,50,84.56
436619,46,112.4782609
436824,35,80.71428571
436916,25,66.92
437352,9,55.22222222
437906,40,101.875
438513,21,73.23809524
439750,59,84.76271186
439870,18,72.27777778
442636,6,58
442649,11,122.2727273
443646,18,117.0555556
444171,35,74.14285714
444430,3,56
446367,12,199
447766,9,112.4444444
447840,50,84.56
448048,9,55.66666667
448049,9,54.66666667
449034,35,97.57142857
449130,31,73.87096774
449660,5,71
449680,1,35
450009,1,39
450577,6,130.6666667
450578,10,47.1
450905,10,93.4
452068,6,54.83333333
452541,13,64.69230769
453094,13,78.46153846
453161,19,87.57894737
453255,53,100.3962264
453317,68,156.4411765
454334,30,81.03333333
454763,5,57.2
454929,41,96.09756098
455734,0,0
455801,38,89.57894737
456110,17,103.8235294
456190,8,201.25
456457,22,145.7272727
456526,31,73.87096774
457829,17,112.4705882
458154,31,74.41935484
458377,19,55.42105263
459066,13,94
460036,28,85
460999,13,84.23076923
461050,46,90.91304348
462454,25,103.28
463107,13,53
464231,68,156.4411765
465277,30,72.63333333
466277,47,82.06382979
466457,18,59.88888889
467569,52,143.6538462
467634,3,68.33333333
467866,5,169.8
468613,45,136.4
470090,45,136.4
470370,8,76.375
470498,4,96
470709,12,95.41666667
471712,34,95.44117647
471758,0,0
471845,19,133
471914,21,73.23809524
472052,12,117.3333333
472376,14,81.78571429
472546,27,60.07407407
473592,4,67
473777,59,84.76271186
474283,55,116.3090909
475216,12,89.41666667
476527,49,160.9591837
476570,41,96.09756098
476571,41,96.09756098
476899,57,106.9122807
476983,35,80.71428571
478053,13,101
478385,26,85.23076923
478832,5,112
478949,10,110.6
479002,17,103.5882353
479263,38,93.05263158
479285,10,79.4
479867,70,96.74285714
480549,12,117.3333333
481022,22,119.2727273
482365,18,199.5555556
482765,8,84.125
483414,43,61.02325581
483485,13,111.6153846
483505,17,89.82352941
484297,13,78.46153846
484312,6,83
484728,0,0
485026,26,112.5769231
486350,65,77.89230769
488083,10,63.8
489018,31,106.3870968
489365,70,96.74285714
489924,10,69.6
489965,9,82.66666667
490011,2,140
490278,5,153.2
490989,12,76.58333333
491123,7,92.85714286
491529,1,50
491942,5,123.6
491977,9,96.77777778
493177,25,103.28
493611,26,112.5769231
494296,3,100.6666667
494937,18,148.4444444
495249,1,85
495348,8,84.125
496166,18,72.27777778
497370,3,106.6666667
498052,61,89.18032787
498120,1,35
498859,1,3000
500845,40,101.875
500886,34,66.23529412
501041,28,99.67857143
501082,25,77.88
501098,36,83.02777778
501693,23,89.39130435
502132,8,113.5
502309,26,58.38461539
502429,6,69.66666667
503460,4,52
503529,29,95.51724138
503585,19,71.94736842
503722,34,79.76470588
503790,22,145.7272727
504322,29,95.51724138
504362,35,85.71428571
504394,25,91.32
504437,52,143.6538462
505029,53,146.6603774
505231,22,100.7727273
505315,27,60.07407407
506121,49,160.9591837
506527,10,68.8
506571,40,101.875
506575,2,32.5
507393,38,66.71052632
509989,10,64.8
510218,3,89.66666667
510454,16,159.6875
511436,61,89.18032787
511733,27,82.2962963
511960,41,98.85365854
512209,4,156.25
512210,19,82
512775,7,61
513343,13,71.46153846
513688,5,110.8
514457,13,56.23076923
514548,42,62.85714286
515392,20,123.45
516452,23,85.30434783
516461,45,132.4
516643,38,93.05263158
516791,12,62.5
517626,52,81.61538462
517654,9,60.33333333
518566,5,117.4
518576,19,69.68421053
518960,48,66.9375
519310,11,77.72727273
521018,19,73
521038,23,79.30434783
521522,15,83.53333333
521672,34,81.79411765
521806,6,42.5
522081,18,129.5555556
523123,6,83
524111,41,96.09756098
525120,0,0
525293,4,69.25
525388,23,80.2173913
525412,45,119.0666667
525523,24,73.75
526520,35,85.71428571
526532,22,93.13636364
526923,8,107.25
526942,9,84.88888889
527076,12,106.4166667
528485,10,63.8
530247,11,194.9090909
530431,27,100.2592593
530576,17,105.8235294
530632,15,66.66666667
531091,13,77.76923077
531208,17,89.82352941
531258,33,129.3030303
531455,7,59.28571429
532288,33,129.3030303
532749,70,96.74285714
533168,45,136.4
533506,49,160.9591837
533625,46,88.08695652
533927,17,169.7058824
534897,20,123.45
535095,11,82.45454546
535352,20,84.35
536578,40,52.025
538344,41,96.09756098
538590,17,69.76470588
539160,24,66.16666667
539350,59,121.0338983
540057,70,77.62857143
540489,53,107.0377358
541725,55,80.69090909
542054,49,160.9591837
542203,98,110.2346939
543792,4,55
544039,5,63
544131,33,129.3030303
544331,18,101.3888889
545261,17,103.5882353
545651,12,64.08333333
546383,7,75
546504,7,99.57142857
546573,12,88.08333333
547830,16,71.375
548133,20,165.4
548184,26,76.19230769
549873,51,105.1960784
550288,21,112.3809524
550653,13,64.69230769
550777,11,95.36363636
550858,21,147.2857143
552141,25,103.28
552519,11,55.45454546
552639,25,81
553516,7,81.28571429
553565,18,70.55555556
553862,11,102.5454545
554165,6,110
555206,49,160.9591837
557487,14,73.64285714
559511,1,70
560078,36,91
560406,7,96.14285714
563442,8,115.625
563496,8,115.625
564049,69,79.82608696
564184,14,309.0714286
564447,38,161.7368421
564751,50,101.52
565814,31,78.77419355
566712,40,101.875
566911,31,78.77419355
567195,31,78.77419355
568661,27,82.2962963
568684,38,58.94736842
568743,46,112.4782609
570218,9,70
570750,11,55.45454546
571564,25,71.72
573612,54,90.2037037
573671,43,61.02325581
573795,11,42.36363636
573870,4,64.5
575061,70,96.74285714
576227,70,77.62857143
576426,98,110.2346939
576916,17,124.2352941
577324,5,67.6
577703,41,96.09756098
577824,23,64.39130435
578267,41,88.17073171
578941,18,72.27777778
579716,8,81.875
580323,17,83.05882353
581180,9,108.4444444
581421,33,85.3030303
581542,2,50
582272,23,74.34782609
582372,7,52.71428571
583337,3,106.6666667
583352,36,91
584122,1,120
585369,29,95.51724138
585491,9,108.4444444
585937,23,80.2173913
586847,19,58.05263158
587519,59,113.3050847
587554,25,116.12
587641,38,93.05263158
587698,1,72
587740,22,116.5454545
588677,65,77.89230769
590903,27,100.2592593
591135,6,99.16666667
591565,6,204
591710,0,0
592785,56,61.48214286
592831,40,73.7
592853,21,55.19047619
593000,4,83.25
593292,0,0
593320,12,55.83333333
594020,3,49.33333333
594036,22,145.7272727
594640,26,111.6538462
594732,15,230.6666667
595321,36,83.02777778
595604,7,65
596448,7,99.57142857
597544,12,67.33333333
597624,9,88.44444444
598612,3,170
599595,28,99.67857143
599847,17,103.5882353
600286,1,70
600775,12,152.0833333
600877,6,59
602070,19,87.57894737
602142,35,85.71428571
602250,3,50
602453,18,72.27777778
602888,19,120.2631579
606269,53,105.1886792
607735,9,220
607781,32,82.34375
607891,5,100.6
609213,24,75.91666667
609559,0,0
