ID,cnt_shared,price_shared
5940268,10,45.9
5940868,15,74.73333333
5940920,15,240.0666667
5941888,8,134.25
5942962,12,59.83333333
5943770,59,76.3220339
5944460,17,89.82352941
5944801,17,111.8235294
5945548,7,65
5946137,32,76.09375
5954466,19,87.57894737
5956257,12,64.08333333
5957111,14,81.85714286
5958299,21,147.2857143
5965198,5,56.8
5965946,40,52.025
5967998,20,117.7
5977676,8,116.875
5978999,31,63.48387097
5979675,3,78.66666667
5985742,6,61.5
5986444,30,153.5666667
5990045,3,70.66666667
5990467,8,125.25
5991434,0,0
5991641,3,56.33333333
5991675,32,58.03125
5992438,22,72.27272727
5993541,13,84.23076923
5998890,29,62
5998978,25,103.28
5999786,32,82.34375
6000709,8,75.625
6000785,48,65.41666667
6000868,19,69.36842105
6000898,15,103.5333333
6002382,13,68
6004052,35,85.71428571
6004200,48,66.9375
6004567,29,106.862069
6004786,16,129.1875
6005231,31,78.77419355
6005868,59,113.3050847
6005910,25,81.36
6006387,70,77.62857143
6006603,13,111.9230769
6006661,4,75
6006711,54,109.5
6006837,7,62.14285714
6012187,46,112.4782609
6013171,36,177.5833333
6013186,31,78.77419355
6014926,57,106.9122807
6015754,6,48.33333333
6018325,29,59.34482759
6018589,13,59.84615385
6019386,36,102.1388889
6020044,9,55.22222222
6020237,6,84.83333333
6020382,24,98.75
6021955,41,63.75609756
6025389,41,60.3902439
6026166,46,112.4782609
6026546,2,99.5
6027345,16,76.3125
6027485,35,68.6
6027682,36,66.80555556
6029332,36,77.30555556
6029809,18,56.05555556
6029987,27,61.22222222
6031895,45,119.4
6031904,11,180.9090909
6033449,14,64.28571429
6037761,54,109.5
6040757,22,116.1363636
6041875,6,68.66666667
6042335,5,110.8
6042635,11,50.72727273
6043199,68,156.4411765
6043671,22,139.7727273
6043733,14,73.21428571
6044268,4,96
6044964,7,106.2857143
6045055,16,159.8125
6045917,2,150
6046877,2,150
6048412,18,103
6048583,3,81.33333333
6051044,10,61.9
6051782,29,106.862069
6051856,28,55.96428571
6052119,10,69.6
6052129,33,74.84848485
6054194,9,70.77777778
6054400,17,106.4117647
6054864,3,72.66666667
6056028,4,88
6059556,4,77
6062060,11,102.5454545
6063050,11,58.54545455
6064471,53,100.3962264
6065370,15,74.73333333
6065778,13,64.69230769
6066563,4,71.25
6069703,61,89.18032787
6070899,12,199
6071347,26,54.34615385
6071456,33,74.15151515
6071870,54,79.35185185
6072842,13,79
6074676,21,140.4761905
6074975,0,0
6076202,5,395.6
6077354,4,83.75
6078234,4,72.25
6078788,55,102.8363636
6079079,0,0
6079197,69,79.82608696
6084475,24,145.5416667
6085109,3,70.66666667
6085932,21,73.23809524
6087827,19,55.42105263
6087959,9,220
6088910,30,153.5666667
6090186,8,59.375
6091208,52,81.61538462
6091224,38,89.57894737
6091850,12,59.83333333
6092607,14,64.28571429
6093352,41,63.75609756
6093459,55,80.69090909
6094046,9,139.6666667
6094708,12,89.41666667
6099485,41,68.97560976
6100514,59,121.0338983
6101104,18,101.3888889
6103146,38,73.60526316
6103273,21,79.28571429
6103774,18,90.94444444
6104187,23,64.39130435
6104542,4,75
6104951,22,49.45454546
6105140,25,81.36
6105240,3,170
6105342,23,79.30434783
6106142,2,99.5
6106445,98,110.2346939
6106544,14,131.9285714
6107289,22,84.90909091
6107592,9,89
6108021,26,112.5769231
6114161,45,119.0666667
6114353,53,100.3962264
6115275,9,158.4444444
6115341,40,78.225
6117178,9,55.22222222
6117496,38,240.6578947
6121052,45,119.0666667
6121300,33,129.3030303
6124097,10,110.6
6128992,45,132.4
6129158,22,100.7727273
6130145,11,69.09090909
6131266,18,58.55555556
6131580,16,129.1875
6131606,28,63.82142857
6132230,29,95.51724138
6132646,22,119.2727273
6133150,10,68.2
6134199,5,124.6
6134906,10,47.1
6138423,7,86.71428571
6140695,55,102.8363636
6141401,28,85
6141561,22,116.1363636
6142960,55,66.18181818
6145124,12,68
6145637,17,112.4705882
6146081,2,39
6146783,10,64.8
6149507,27,97.03703704
6150778,50,112.02
6151450,57,61.63157895
6152725,5,62.8
6155072,17,103.5882353
6155857,22,145.7272727
6155877,32,76.09375
6156278,20,107.7
6156319,21,112.3809524
6156442,8,129.25
6157276,5,62.8
6161282,50,84.56
6163657,19,115.3157895
6164719,45,136.4
6165032,18,61.22222222
6165564,25,81.36
6167683,3,134.3333333
6167817,8,113.5
6168331,51,66.70588235
6168663,54,90.2037037
6169068,2,127.5
6169172,36,58.55555556
6169335,3,44
6169897,43,63.65116279
6169981,15,240.0666667
6170979,19,71.94736842
6171211,10,67.7
6179073,1,45
6179500,22,108.7727273
6180121,3,70.33333333
6180741,26,465.3076923
6180762,31,318.1290323
6181131,3,41.66666667
6182580,30,72.63333333
6184748,68,79.82352941
6184827,34,61.5
6184855,55,80.69090909
6185426,65,92.15384615
6185599,37,60.10810811
6185629,49,62.51020408
6185880,38,119.7894737
6187204,34,95.76470588
6188014,4,116.5
6188022,22,84.90909091
6192999,29,85.55172414
6195564,34,81.79411765
6196265,8,59.25
6196354,41,63.75609756
6196860,11,50.72727273
6197119,12,94.16666667
6197134,18,72.27777778
6197915,45,136.4
6198343,30,101.2
6198636,8,110.125
6200613,11,134.5454545
6200692,24,76.83333333
6201730,29,66.55172414
6201914,23,75.56521739
6208002,3,78
6208855,12,107.5
6209084,40,78.225
6209147,14,67.35714286
6209619,34,95.44117647
6209799,18,97.66666667
6209994,13,78.46153846
6210050,22,60.22727273
6215083,10,60.4
6216318,59,84.76271186
6220514,53,146.6603774
6220699,27,84.88888889
6221877,4,101
6223929,45,136.4
6224336,1,70
6225501,48,77.41666667
6225766,34,111.4705882
6225935,69,79.82608696
6225968,57,61.63157895
6225974,61,89.18032787
6226327,14,131.9285714
6226794,12,121.3333333
6227027,11,194.9090909
6227341,24,98.75
6227680,7,59.57142857
6227871,11,70.90909091
6228461,4,101
6232987,4,137.5
6233779,17,89.82352941
6233819,18,101.3888889
6234096,9,82.66666667
6234329,7,52.71428571
6236181,4,116.5
6237065,2,99
6237443,11,82.45454546
6237974,7,71.71428571
6238281,33,135.5757576
6239508,5,28.6
6239643,15,56.6
6242355,73,92.32876712
6242600,19,133
6243991,5,63.2
6244089,1,50
6244461,13,71.46153846
6245408,54,79.35185185
6245521,20,56.55
6245792,11,58.54545455
6246010,31,78.77419355
6246559,51,105.1960784
6246681,40,78.225
6247104,11,68.90909091
6247466,7,51.42857143
6248093,12,121.3333333
6248335,1,80
6249050,11,68.90909091
6249100,22,134.6363636
6249465,57,95.38596491
6249740,35,68.6
6252815,4,77
6253399,34,79.76470588
6255407,36,66.80555556
6255597,7,76.42857143
6256470,2,59
6257586,42,62.85714286
6257715,7,76.42857143
6258983,21,73.80952381
6259928,57,106.9122807
6259989,18,62.72222222
6260442,8,110.125
6261696,65,85.16923077
6261890,36,77.30555556
6261971,38,119.7894737
6262339,3,69.66666667
6262496,14,125.2857143
6262536,45,119.4
6262562,4,59
6262645,32,82.34375
6262821,12,89.41666667
6263101,34,79.76470588
6268515,4,250.75
6269439,43,61.02325581
6269517,40,78.225
6269608,93,129.7526882
6269610,8,257.875
6269646,7,75
6269808,1,50
6269945,20,122.3
6269968,7,74.42857143
6271152,2,135
6272125,21,114.9047619
6272181,13,75.46153846
6273469,4,344.5
6273500,24,110.25
6274181,70,96.74285714
6277476,20,122.3
6278513,43,61.23255814
6279160,16,147.75
6283028,7,177
6283933,6,89.5
6284582,27,66.59259259
6285403,17,83.05882353
6285844,29,72.68965517
6286253,26,65.07692308
6286307,18,62.72222222
6287961,41,98.85365854
6288004,25,102.48
6290301,2,69
6290988,23,85.30434783
6291371,7,68.14285714
6291454,38,93.05263158
6291568,71,70.45070423
6292309,4,57
6292334,22,165.1818182
6292828,59,113.3050847
6292866,2,55
6292893,62,98.93548387
6297266,7,64.28571429
6300353,42,62.85714286
6300424,23,74.34782609
6300809,6,130.6666667
6301965,18,101.8888889
6302159,54,58.44444444
6302423,8,201.25
6302460,25,81.36
6302996,18,55.33333333
6303109,3,100.6666667
6303611,13,96.46153846
6303845,35,68.6
6304002,43,61.02325581
6304307,30,101.2
6304803,13,73.38461539
6304928,33,89.39393939
6305027,9,70
6305553,12,46.5
6309328,78,62.93589744
6311716,33,85.3030303
6311978,55,102.8363636
6313624,28,85
6314148,4,118.25
6314794,4,74.75
6315050,68,156.4411765
6315659,8,86.75
6316005,14,65.71428571
6316121,31,78.77419355
6316666,10,109
6316786,7,59.28571429
6321475,2,94
6322937,10,60.9
6323445,5,117.4
6323975,32,149.9375
6324190,53,72.30188679
6325210,32,57.5
6326345,46,88.08695652
6326410,41,98.85365854
6326568,8,115.625
6326582,24,66.16666667
6326681,8,134.25
6326865,8,103.875
6326959,3,69.66666667
6327222,31,78.77419355
6327529,2,137.5
6328046,5,286
6328175,5,99.6
6328394,6,98.33333333
6329973,9,139.6666667
6330321,2,87.5
6331598,13,56.23076923
6332130,26,58.38461539
6333850,10,77.9
6333994,45,136.4
6334236,7,65.85714286
6334292,6,59
6334492,11,64.36363636
6334808,54,109.5
6335490,15,240.0666667
6336480,1,49
6336738,14,69.42857143
6336834,35,73.6
6337725,23,75.56521739
6338068,16,100.5
6342741,6,138.1666667
6343619,17,67.41176471
6343641,18,61.22222222
6343837,23,85.30434783
6344926,5,47.4
6344936,6,127.3333333
6345234,27,84.88888889
6345728,6,239.6666667
6346456,45,119.0666667
6346496,46,112.4782609
6346662,8,113.5
6347548,5,106.6
6347713,2,127.5
6347729,50,101.52
6348548,1,55
6348972,27,100.2592593
6349111,52,143.6538462
6349524,57,106.9122807
6355217,3,60
6356070,33,50.3030303
6356359,0,0
6356366,49,160.9591837
6357058,49,62.51020408
6357128,27,100.2592593
6357527,1,135
6358723,35,85.71428571
6359111,12,202.0833333
6359266,29,67.75862069
6360224,58,69.72413793
6360639,9,60.33333333
6361102,11,60
6361204,0,0
6362061,16,147.75
6362227,37,73.56756757
6362662,55,80.69090909
6363059,21,140.4761905
6363796,11,89.54545455
6364086,16,118.25
6364117,10,400.7
6364150,41,96.09756098
6364280,10,478.3
6364324,10,57.8
6364404,8,111.5
6364807,60,60.75
6370032,24,110.25
6370773,62,103.0322581
6370889,22,64.59090909
6371191,15,130.1333333
6371373,62,103.0322581
6371504,16,147.75
6371593,34,111.4705882
6371890,8,168.375
6373379,14,131.9285714
6373582,26,112.5769231
6373770,25,102.48
6373790,16,118.25
6374545,7,131.1428571
6375124,9,88.44444444
6375331,31,106.3870968
6376345,3,123
6376487,18,64.16666667
6376606,28,85
6377161,15,240.0666667
6377384,10,110.6
6377624,13,78.46153846
6377669,60,60.75
6378298,9,62.66666667
6380118,47,62.0212766
6380761,18,103
6384275,27,84.88888889
6384383,23,118.4347826
6384560,26,58.38461539
6384622,7,59.28571429
6385039,16,75.125
6385364,53,107.0377358
6385547,13,96.46153846
6386823,14,64.28571429
6387739,68,65.38235294
6388315,12,199
6388721,4,344.5
6389473,29,94.03448276
6390092,17,76.11764706
6390777,8,106.875
6391062,24,82.95833333
6391286,3,132.6666667
6391465,10,77.9
6395425,49,66.6122449
6395433,1,53
6397059,8,201.25
6397592,25,102.48
6397963,19,55.42105263
6398715,8,59.25
6399305,42,107.1666667
6399885,1,78
6400055,65,77.89230769
6400170,49,62.51020408
6400255,8,110.125
6400482,5,83.6
6400649,6,74.33333333
6401500,65,92.15384615
6401592,20,79.2
6402424,26,84.61538462
6402712,8,75.625
6402807,20,123.45
6403485,34,130.5
6403755,71,70.45070423
6403795,14,53.07142857
6404584,18,62.72222222
6405859,35,73.6
6407534,55,102.8363636
6408849,19,119.6315789
6410511,15,81.13333333
6410814,55,102.8363636
6410924,21,73.23809524
6412693,27,66.59259259
6416714,71,70.45070423
6420850,51,66.70588235
6421011,30,72.63333333
6421335,41,88.17073171
6421429,2,62.5
6421799,47,82.06382979
6422511,0,0
6422762,7,91.28571429
6422875,55,62
6423521,4,116.5
6423589,27,82.2962963
6423799,2,132.5
6424227,6,120.6666667
6424961,31,63.48387097
6425712,3,78
6425751,62,103.0322581
6425850,8,116.875
6426032,68,79.82352941
6426292,30,153.5666667
6428482,24,73.75
6428581,53,107.0377358
6428913,2,140
6428942,15,124.2
6429905,2,68.5
6432836,20,84.35
6433445,14,69.78571429
6433621,0,0
6436433,16,159.8125
6437014,17,81.82352941
6437262,1,75
6437347,27,97.03703704
6438239,12,121.3333333
6438254,2,105
6438456,51,66.70588235
6443330,2,114
6444554,12,106.4166667
6445126,34,79.76470588
6445173,50,112.02
6445656,70,96.74285714
6447136,26,65.07692308
6447332,40,101.875
6447797,34,95.76470588
6449002,29,95.51724138
6449238,15,74.13333333
6449718,14,94.14285714
6450118,3,34
6450240,11,70.90909091
6450252,34,79.76470588
6450408,34,79.76470588
6450457,28,85
6451892,12,71.75
6452019,12,202.0833333
6452027,68,79.82352941
6452138,14,131.9285714
6452188,22,93.13636364
6452251,44,97.61363636
6452585,57,106.9122807
6452764,7,59.28571429
6452788,36,83.02777778
6452940,9,158.4444444
6457121,1,70
6457367,13,73.38461539
6458979,73,92.32876712
6459617,70,96.74285714
6460353,38,73.60526316
6460927,29,106.862069
6461245,17,55.41176471
6461789,1,55
6462046,9,62.66666667
6462078,27,66.59259259
6462454,2,225
6462513,31,78.77419355
6462549,12,83.58333333
6463098,29,59.34482759
6464881,22,116.1363636
6466301,16,98.0625
6466590,15,56.6
6467264,6,89.5
6467509,50,91.88
6467744,36,83.02777778
6467905,49,66.6122449
6470740,33,186.2121212
6471117,70,77.62857143
6472275,16,92
6473307,53,107.0377358
6474699,10,44.7
6476242,10,91.5
6476333,25,69.32
6476426,6,124
6477272,12,73.33333333
6477558,12,202.0833333
6477586,13,81.15384615
6478141,1,69
6478214,8,113.5
6478459,29,95.51724138
6479559,8,166.375
6479956,5,132.2
6480490,17,76.11764706
6480685,16,92
6481924,6,46.66666667
6484983,53,105.1886792
6487196,3,81.33333333
6487933,4,156.25
6489828,17,60.41176471
6491278,49,98.71428571
6492185,1,125
6492190,8,116.875
6492449,5,84.8
6492778,11,70.90909091
6492864,52,143.6538462
6493181,19,115.3157895
6493288,39,274.3589744
6493737,19,119.6315789
6494256,10,59.2
6499058,12,121.3333333
6499870,38,89.57894737
6500246,56,61.48214286
6501082,50,84.56
6501996,52,143.6538462
6502493,22,145.7272727
6502954,38,89.57894737
6504972,77,55.16883117
6505898,16,71.625
6505927,22,60.22727273
6506449,11,134.5454545
6507084,8,68.5
6509338,21,73.23809524
6509750,16,147.75
6511675,10,49.4
6512429,17,81.82352941
6512929,18,101.3888889
6515562,57,106.9122807
6515686,50,112.02
6516344,22,64.5
6519873,1,54
6520350,0,0
6522849,2,57
6522938,1,73
6523409,4,77
6524806,7,61
6525622,36,91
6525765,3,77.33333333
6528040,43,63.65116279
6528046,16,159.6875
6528060,5,66.4
6528103,7,52.71428571
6534409,11,171.9090909
6536719,78,62.93589744
6536744,7,59.28571429
6538963,31,63.48387097
6539114,59,113.3050847
6539778,55,80.69090909
6540907,7,76.42857143
6541214,33,74.15151515
6541532,59,76.3220339
6542603,27,89.92592593
6542818,9,301.5555556
6542929,51,105.1960784
6543312,8,113.5
6543581,26,111.6538462
6543852,23,79.30434783
6544347,0,0
6544899,10,478.3
6545310,58,69.72413793
6545519,4,167.5
6546016,36,72.05555556
6550596,2,65.5
6553257,7,40.85714286
6553559,3,72.33333333
6553874,10,478.3
6554833,35,68.6
6554879,13,88.46153846
6555262,20,62.35
6555427,16,92
6555586,6,69.16666667
6555997,53,107.0377358
6556848,12,152.0833333
6557289,1,680
6558125,21,147.2857143
6558729,25,61.68
6559453,25,61.96
6559615,7,68.14285714
6559926,16,100.5
6559985,7,70.14285714
6560055,3,78
6560165,10,134.6
6560257,7,86.71428571
6560459,32,57.5
6561328,25,61.96
6561509,26,75.38461539
6567114,28,68.03571429
6568523,4,84.75
6569350,31,78.77419355
6570517,22,64.5
6570718,14,61.21428571
6571039,35,73.6
6571441,31,63.48387097
6571890,57,106.9122807
6572344,26,84.61538462
6572570,11,60
6573055,49,160.9591837
6574353,19,82
6574537,13,92.84615385
6574595,61,89.18032787
6575471,29,95.51724138
6576327,43,63.65116279
6576336,3,88.33333333
6581248,10,400.7
6582117,9,301.5555556
6582467,10,93.4
6584448,13,81.15384615
6585028,4,73.5
6585852,69,79.82608696
6586663,42,107.1666667
6588947,26,58.38461539
6589412,9,88.44444444
6590549,59,113.3050847
6590569,17,169.7058824
6590570,21,79.28571429
6594861,9,88.44444444
6595943,1,36
6596747,25,116.12
6596927,0,0
6597854,36,72.05555556
6598334,69,79.82608696
6598376,55,66.18181818
6598624,46,90.91304348
6599302,11,67.54545455
6599689,13,59.46153846
6599950,8,113.5
6601120,61,89.18032787
6601194,73,92.32876712
6601284,5,91.4
6601606,50,91.88
6601683,32,58.03125
6603534,20,56.55
6603756,36,88.13888889
6607833,1,100
6608246,2,40
6608666,28,67.96428571
6609293,20,96.7
6609871,24,110.25
6610244,25,66.92
6610516,9,108.1111111
6610629,24,66.16666667
6611547,9,55.22222222
6611557,60,60.75
6611592,5,88
6611652,60,60.75
6611774,16,98.0625
6612664,59,121.0338983
6612737,9,112.4444444
6612744,34,111.4705882
6612941,12,67.33333333
6613106,18,72.27777778
6613154,8,103.875
6613354,55,102.8363636
6614604,13,59.84615385
6619100,20,123.45
6619187,14,94.14285714
6619589,6,58.83333333
6619797,54,90.2037037
6619984,21,54.33333333
6620407,48,65.41666667
6620911,29,106.862069
6622389,18,58.55555556
6625406,50,84.56
6626581,57,106.9122807
6626894,3,117.3333333
6627016,12,95.41666667
6627254,5,91.4
6627553,22,69
6627650,30,77.93333333
6627668,38,84.81578947
6627752,8,59.875
6627931,13,89.69230769
6628117,46,90.91304348
6628193,28,99.67857143
6628493,65,85.16923077
6631351,19,71.94736842
6633613,12,88.08333333
6635179,53,100.3962264
6635985,8,79.75
6636389,22,145.7272727
6636906,6,84.83333333
6636968,7,59.28571429
6636993,47,82.06382979
6637311,16,111.75
6638042,0,0
6638377,23,85.30434783
6638446,3,51.33333333
6638539,7,50.71428571
6639120,34,111.4705882
6642187,24,88.91666667
6643716,45,136.4
6644449,36,77.30555556
6644669,8,115.375
6645224,3,200
6645263,27,97.03703704
6645963,9,82.66666667
6646009,26,84.61538462
6646365,44,56.27272727
6647114,22,145.7272727
6649555,10,478.3
6650704,12,89.41666667
6651156,6,74.33333333
6652170,1,27
6652353,17,124.2352941
6652755,55,66.18181818
6653095,20,86.9
6654081,11,59.81818182
6654202,13,111.9230769
6654304,2,344
6654323,8,84.125
6654984,3,57.66666667
6655786,13,71.46153846
6656441,14,69.78571429
6656567,15,89.86666667
6657134,20,122.3
6657454,40,73.7
6658870,50,112.02
6659165,58,69.72413793
6659371,78,62.93589744
6660046,59,113.3050847
6660117,41,96.09756098
6660330,8,115.625
6660373,20,86.9
6660511,46,112.4782609
6660518,5,61.4
6660816,25,81.36
6661923,59,121.0338983
6662112,29,94.17241379
6662241,14,125.2857143
6662422,12,152.0833333
6662487,32,76.09375
6662511,22,116.1363636
6662967,44,97.61363636
6669443,47,82.06382979
6670191,11,70.90909091
6671082,49,160.9591837
6672758,41,96.09756098
6672812,14,69.78571429
6673630,25,103.28
6673638,1,69
6674155,10,106.5
6674342,59,121.0338983
6674363,14,125.2857143
6674482,34,72.88235294
6676250,58,69.72413793
6676383,56,61.48214286
6677647,24,79.66666667
6678082,5,84.8
6678277,12,202.0833333
6678351,48,66.9375
6679063,30,153.5666667
6680201,10,45.9
6684189,19,71.94736842
6684697,68,79.82352941
6685873,2,81.5
6686140,45,119.0666667
6686165,12,59.83333333
6686332,30,61.16666667
6687933,12,89.41666667
6688119,6,69.66666667
6688617,40,78.225
6688780,3,123
6689548,45,119.0666667
6690696,17,103.5882353
6691625,3,59
6691723,38,93.05263158
6692213,16,159.8125
6692573,62,98.93548387
6692574,10,81
6692633,11,82.45454546
6692975,21,147.2857143
6693052,28,91.14285714
6693403,2,47.5
6693612,9,101.1111111
6698963,41,88.17073171
6699725,5,79.8
6699912,7,50.14285714
6700860,4,84.75
6701706,8,61.25
6702693,5,147
6703091,62,98.93548387
6703106,50,112.02
6704000,12,102.0833333
6705158,38,84.81578947
6705558,48,77.41666667
6705604,3,48
6705606,4,70
6706074,8,59.25
6706494,33,57.81818182
6706703,16,65.5625
6709867,11,109.7272727
6711306,18,72.27777778
6712530,37,83.10810811
6712618,5,63.8
6713005,13,94
6713521,31,63.48387097
6713742,24,282.9166667
6713821,28,68.03571429
6713911,7,113.2857143
6716066,27,100.2592593
6716154,13,94
6716160,5,132.2
6716199,12,73.33333333
6716444,57,106.9122807
6716695,65,77.89230769
6717053,3,81.33333333
6717309,6,97.33333333
6717544,3,84.66666667
6717607,32,51.6875
6718257,8,71.25
6718383,9,54.44444444
6719207,9,54.44444444
6722799,15,124
6723207,6,48.33333333
6725463,22,139.7727273
6726337,4,47.5
6726361,34,61.32352941
6726702,3,61.66666667
6728550,46,88.08695652
6729568,4,85.75
6729589,4,85.75
6730056,11,122.2727273
6730582,0,0
6731170,25,113.6
6731373,13,49.69230769
6731463,13,71.46153846
6731564,20,71.05
6731830,48,77.41666667
6732446,30,101.2
6733512,34,66.23529412
6737048,8,56.25
6737815,3,90
6738207,34,111.4705882
6738524,33,85.3030303
6739145,0,0
6741023,48,77.41666667
6741094,14,129.2142857
6742680,19,115.3157895
6743346,41,63.75609756
6743935,14,309.0714286
6746003,2,49
6747106,29,67.75862069
6747193,28,67.96428571
6747308,4,206.25
6747685,8,134.25
6747958,23,85.30434783
6748032,3,58.33333333
6748711,65,92.15384615
6748933,26,111.6538462
6748952,68,79.82352941
6749285,13,75.46153846
6749837,5,56.8
6750178,32,59.875
6750443,50,84.56
6751450,31,128.0645161
6757821,29,67.75862069
6758846,50,112.02
6758849,18,103
6759052,38,66.71052632
6759264,17,69.76470588
6759527,3,136.6666667
6760295,18,73.16666667
6760353,37,73.56756757
6760893,34,83.08823529
6761084,11,68.90909091
6761717,7,74.71428571
6761985,61,89.18032787
6763899,22,64.5
6764316,6,120.6666667
6764999,8,201.25
6765697,17,66.35294118
6765965,59,113.3050847
6766169,10,173.8
6766259,13,79
6766662,11,65.81818182
6766875,9,89.11111111
6766894,65,85.16923077
6766908,38,73.60526316
6767047,34,57.70588235
6767603,10,172.1
6767911,16,118.25
6768399,3,91.66666667
6769535,0,0
6775098,16,129.1875
6775943,3,51.66666667
6776230,3,44
6776698,4,43.25
6776711,24,101.5416667
6777603,12,53.91666667
6778776,13,59.84615385
6779136,2,114
6780285,40,78.225
6781648,10,478.3
6782407,40,78.225
6782841,44,56.27272727
6783518,19,133
6784171,53,107.0377358
6784207,36,60.5
6784378,21,73.23809524
6784406,13,129.7692308
6784669,24,88.91666667
6784807,16,49.6875
6784873,14,73.64285714
6784908,2,67.5
6786181,1,101
6786761,59,121.0338983
6787310,77,135.8571429
6791173,13,75.46153846
6792415,14,73.64285714
6792702,17,106.4117647
6792888,17,67.64705882
6794912,5,57.2
6795252,52,68
6795568,77,135.8571429
6795657,23,64.7826087
6796530,16,98.0625
6797129,12,199
6797564,15,240.0666667
6797905,2,99.5
6798068,17,89.82352941
6798811,1,79
6799118,6,69.16666667
6799130,2,67
6799692,59,121.0338983
6799814,98,110.2346939
6799895,59,121.0338983
6799932,59,121.0338983
6799944,32,67.96875
6799957,77,135.8571429
6799999,77,135.8571429
6800277,59,121.0338983
6800548,48,77.41666667
6800576,30,81.03333333
6800858,61,89.18032787
6804319,22,116.1363636
6805817,3,89.66666667
6806165,10,69.5
6806282,41,96.09756098
6807079,18,58.55555556
6807281,18,61.22222222
6807871,22,150.9545455
6808818,44,56.27272727
6809332,4,344.5
6812061,8,77.125
6812270,36,74.77777778
6812456,32,67.96875
6812690,44,56.27272727
6812717,1,69
6812924,19,75.05263158
6813041,7,75.57142857
6813226,25,91.32
6820048,11,58.54545455
6820637,5,112.4
6821839,4,73
6821978,13,78.46153846
6822519,34,62.70588235
6822854,34,57.70588235
6823578,18,55.33333333
6824996,24,101.5416667
6827028,13,54.15384615
6829632,38,58.94736842
6829746,25,61.96
6829990,11,109.7272727
6831518,16,111.75
6832599,8,89.125
6833000,1,99
6833049,25,116.12
6833395,41,88.17073171
6833755,33,50.3030303
6833911,25,61.96
6834972,2,140
6835487,22,119.2727273
6836485,8,59.875
6837529,53,100.3962264
6843145,5,124.6
6845877,18,101.3888889
6846956,4,132.5
6847053,12,83.83333333
6849332,26,75.38461539
6850752,68,79.82352941
6850801,15,51.93333333
6851685,5,83.6
6851700,2,58.5
6852315,29,95.51724138
6852731,23,80.2173913
6853271,26,111.6538462
6853661,53,100.3962264
6853752,49,98.71428571
6853761,50,112.02
6854013,8,63.25
6854221,29,92.10344828
6854372,32,57.5
6854404,15,124.2
6855514,30,77.93333333
6860656,43,63.65116279
6862191,6,156.6666667
6862482,39,274.3589744
6862600,5,132.2
6863691,8,125.25
6863948,28,85
6864482,52,68
6865053,50,91.88
6865662,62,98.93548387
6866040,59,113.3050847
6866061,10,67.7
6866397,45,136.4
6866960,4,85
6867325,33,66.21212121
6869363,2,132.5
6869940,13,78
6871251,8,110.125
6871600,45,119.0666667
6879485,26,76.19230769
6880873,15,53.2
6880990,49,66.6122449
6881827,98,110.2346939
6882689,53,100.3962264
6883096,13,114
6883404,8,113.5
6884147,30,61.16666667
6884254,36,74.77777778
6884509,34,79.76470588
6884647,35,68.6
6884974,14,73.64285714
6885369,13,52.53846154
6885767,18,199.5555556
6885805,35,73.6
6886371,55,116.3090909
6887405,48,66.9375
6887755,1,59
6892731,3,46.66666667
6895056,10,99
6895123,17,106.4117647
6896715,7,125.1428571
6897911,38,93.05263158
6898240,26,85.23076923
6898600,1,70
6899995,20,86.9
6900168,5,35.2
6901401,48,65.41666667
6901484,38,93.05263158
6901734,44,97.61363636
6901856,48,65.41666667
6902147,30,72.63333333
6902855,0,0
6908140,13,89.69230769
6908209,26,111.6538462
6908837,3,45
6909447,16,147.75
6909615,28,55.96428571
6910072,20,62.35
6911965,13,64.69230769
6912211,21,73.80952381
6913023,68,65.38235294
6913240,2,72.5
6913431,21,73.80952381
6913773,33,57.81818182
6913795,7,79.85714286
6913969,33,57.81818182
6914268,8,70.625
6914516,40,101.875
6915467,4,100
6919797,53,105.1886792
6919971,10,400.7
6921004,33,89.39393939
6921831,54,90.2037037
6921974,35,97.57142857
6921984,22,145.7272727
6922490,57,106.9122807
6922505,26,76.19230769
6922758,2,105
6923000,73,92.32876712
6923161,9,89
6924363,9,89
6924400,11,180.9090909
6924793,12,89.41666667
6924942,12,76.41666667
6925777,38,65.63157895
6926449,8,52.375
6926686,53,107.0377358
6927027,48,77.41666667
6929738,10,114.1
6930780,20,56.55
6933326,24,66.08333333
6933582,19,75.05263158
6934249,26,76.19230769
6934770,19,75.05263158
6936794,12,121.3333333
6936903,52,81.61538462
6937480,77,55.16883117
6937871,13,64.69230769
6937897,16,159.6875
6938378,29,92.20689655
6938827,10,109
6939024,46,112.4782609
6939175,29,92.10344828
6939597,1,65
6939638,2,135
6939668,16,147.75
6939719,62,103.0322581
6939758,28,85
6939859,41,63.75609756
6940108,19,115.3157895
6941601,38,240.6578947
6942211,4,88
6944665,26,84.61538462
6946479,15,83.53333333
6947017,20,84.35
6947196,3,200
6947477,20,84.35
6948161,21,147.2857143
6948441,21,147.2857143
6949104,15,124
6949526,4,62.75
6949554,35,73.6
6950074,2,67.5
6950477,35,80.71428571
6950807,17,69.76470588
6952302,1,179
6953013,32,82.34375
6954288,34,73.35294118
6955143,26,112.5769231
6955782,5,112.4
6956358,55,102.8363636
6956731,22,165.1818182
6956956,10,60.4
6957168,1,80
6957272,69,79.82608696
6957328,65,77.89230769
6958652,34,66.23529412
6958924,5,124.6
6959212,18,90.94444444
